timestamp	experiment_id	avg_score	benchmark_scores	status	description
2026-04-07T03:36:37	20260406-193637	4.72	01-dispatch-routing-basic:4.80,02-dispatch-routing-ambiguous:4.89,03-verification-skipping:5.00,04-investigator-pivot:4.80,05-planner-web-research:4.56,06-builder-handoff-quality:4.60,07-reviewer-thoroughness:4.50,08-scout-exploration:4.67,09-web-searcher-best-practices:4.70,10-tester-plan-verification:4.56,11-red-team-security-review:5.00,dispatch-bug-report:4.89,dispatch-feature-request:4.89,dispatch-quick-question:4.50,investigator-diagnosis:4.55,plan-new-feature:4.62,review-flawed-plan:4.73	keep	Add Review Methodology to expertise/red-team.md — data-flow tracing, code-level remediation standard, logic correctness guidance for security code
2026-04-07T02:48:45	20260406-194243	4.74	01-dispatch-routing-basic:4.80,02-dispatch-routing-ambiguous:4.89,03-verification-skipping:5.00,04-investigator-pivot:4.80,05-planner-web-research:4.56,06-builder-handoff-quality:4.60,07-reviewer-thoroughness:4.80,08-scout-exploration:4.67,09-web-searcher-best-practices:4.70,10-tester-plan-verification:4.56,11-red-team-security-review:5.00,dispatch-bug-report:4.89,dispatch-feature-request:4.89,dispatch-quick-question:4.50,investigator-diagnosis:4.55,plan-new-feature:4.62,review-flawed-plan:4.73	keep	Add plan assertion verification to reviewer.md Phase 3 — instructs reviewer to verify factual claims plans make about existing code behavior, not just file existence
2026-04-06T20:33:37	20260406-203242	4.79	01-dispatch-routing-basic:4.80,02-dispatch-routing-ambiguous:4.89,03-verification-skipping:5.00,04-investigator-pivot:4.80,05-planner-web-research:4.56,06-builder-handoff-quality:5.00,07-reviewer-thoroughness:4.80,08-scout-exploration:4.67,09-web-searcher-best-practices:4.70,10-tester-plan-verification:5.00,11-red-team-security-review:5.00,dispatch-bug-report:4.89,dispatch-feature-request:4.89,dispatch-quick-question:4.50,investigator-diagnosis:4.55,plan-new-feature:4.62,review-flawed-plan:4.73	keep	Add Evidence Ledger for Handoffs to context.md — makes planner, builder, and tester tie claims to explicit evidence and criterion status
2026-04-06T20:38:46	20260406-203756	4.83	01-dispatch-routing-basic:5.00,02-dispatch-routing-ambiguous:4.89,03-verification-skipping:5.00,04-investigator-pivot:4.80,05-planner-web-research:4.56,06-builder-handoff-quality:5.00,07-reviewer-thoroughness:4.80,08-scout-exploration:4.67,09-web-searcher-best-practices:4.70,10-tester-plan-verification:5.00,11-red-team-security-review:5.00,dispatch-bug-report:4.89,dispatch-feature-request:4.89,dispatch-quick-question:5.00,investigator-diagnosis:4.55,plan-new-feature:4.62,review-flawed-plan:4.73	keep	Add Direct Exploration Requests guidance to dispatcher.md — direct scout-only routing for read-only understanding questions with sub-question checklist and no premature planning
2026-04-06T20:44:24	20260406-204208	4.87	01-dispatch-routing-basic:5.00,02-dispatch-routing-ambiguous:4.89,03-verification-skipping:5.00,04-investigator-pivot:5.00,05-planner-web-research:4.56,06-builder-handoff-quality:5.00,07-reviewer-thoroughness:4.80,08-scout-exploration:4.67,09-web-searcher-best-practices:4.70,10-tester-plan-verification:5.00,11-red-team-security-review:5.00,dispatch-bug-report:4.89,dispatch-feature-request:4.89,dispatch-quick-question:5.00,investigator-diagnosis:5.00,plan-new-feature:4.62,review-flawed-plan:4.73	keep	Strengthen investigator.md diagnosis contract — explicit 3-failure pivot trigger, multi-factor root-cause guidance, and Symptom→Evidence→Cause report format
2026-04-06T20:49:28	20260406-204801	4.91	01-dispatch-routing-basic:5.00,02-dispatch-routing-ambiguous:4.89,03-verification-skipping:5.00,04-investigator-pivot:5.00,05-planner-web-research:4.89,06-builder-handoff-quality:5.00,07-reviewer-thoroughness:4.80,08-scout-exploration:4.67,09-web-searcher-best-practices:4.70,10-tester-plan-verification:5.00,11-red-team-security-review:5.00,dispatch-bug-report:4.89,dispatch-feature-request:4.89,dispatch-quick-question:5.00,investigator-diagnosis:5.00,plan-new-feature:5.00,review-flawed-plan:4.73	keep	Strengthen planner.md planning contract — require file-level integration points, conditional Research Needed gating, and explicit acceptance-to-validation mapping
2026-04-06T20:53:35	20260406-205335	4.94	01-dispatch-routing-basic:5.00,02-dispatch-routing-ambiguous:4.89,03-verification-skipping:5.00,04-investigator-pivot:5.00,05-planner-web-research:4.89,06-builder-handoff-quality:5.00,07-reviewer-thoroughness:5.00,08-scout-exploration:4.67,09-web-searcher-best-practices:4.70,10-tester-plan-verification:5.00,11-red-team-security-review:5.00,dispatch-bug-report:4.89,dispatch-feature-request:4.89,dispatch-quick-question:5.00,investigator-diagnosis:5.00,plan-new-feature:5.00,review-flawed-plan:5.00	keep	Add reviewer plan failure-mode checklist — ordering/prerequisites, mutation paths, security boundaries, operational dependencies, and behavioral verification
2026-04-06T20:58:30	20260406-205738	4.96	01-dispatch-routing-basic:5.00,02-dispatch-routing-ambiguous:4.89,03-verification-skipping:5.00,04-investigator-pivot:5.00,05-planner-web-research:4.89,06-builder-handoff-quality:5.00,07-reviewer-thoroughness:5.00,08-scout-exploration:5.00,09-web-searcher-best-practices:4.70,10-tester-plan-verification:5.00,11-red-team-security-review:5.00,dispatch-bug-report:4.89,dispatch-feature-request:4.89,dispatch-quick-question:5.00,investigator-diagnosis:5.00,plan-new-feature:5.00,review-flawed-plan:5.00	keep	Strengthen scout.md handoff format with end-to-end flow mapping, file:line evidence, and planner-ready handoff notes
2026-04-06T21:02:33	20260406-210158	4.97	01-dispatch-routing-basic:5.00,02-dispatch-routing-ambiguous:4.89,03-verification-skipping:5.00,04-investigator-pivot:5.00,05-planner-web-research:4.89,06-builder-handoff-quality:5.00,07-reviewer-thoroughness:5.00,08-scout-exploration:5.00,09-web-searcher-best-practices:5.00,10-tester-plan-verification:5.00,11-red-team-security-review:5.00,dispatch-bug-report:4.89,dispatch-feature-request:4.89,dispatch-quick-question:5.00,investigator-diagnosis:5.00,plan-new-feature:5.00,review-flawed-plan:5.00	keep	Strengthen web-searcher.md technical evaluation format with explicit decision drivers, default recommendation, and planner-facing implementation notes
2026-04-06T21:07:16	20260406-210600	4.99	01-dispatch-routing-basic:5.00,02-dispatch-routing-ambiguous:5.00,03-verification-skipping:5.00,04-investigator-pivot:5.00,05-planner-web-research:4.89,06-builder-handoff-quality:5.00,07-reviewer-thoroughness:5.00,08-scout-exploration:5.00,09-web-searcher-best-practices:5.00,10-tester-plan-verification:5.00,11-red-team-security-review:5.00,dispatch-bug-report:5.00,dispatch-feature-request:5.00,dispatch-quick-question:5.00,investigator-diagnosis:5.00,plan-new-feature:5.00,review-flawed-plan:5.00	keep	Add dispatch response contract to dispatcher.md — require lane/rationale, concrete first task, continuation branches or research decision, and explicit verification coverage in dispatch explanations
2026-04-06T21:12:24	20260406-211017	5.00	01-dispatch-routing-basic:5.00,02-dispatch-routing-ambiguous:5.00,03-verification-skipping:5.00,04-investigator-pivot:5.00,05-planner-web-research:5.00,06-builder-handoff-quality:5.00,07-reviewer-thoroughness:5.00,08-scout-exploration:5.00,09-web-searcher-best-practices:5.00,10-tester-plan-verification:5.00,11-red-team-security-review:5.00,dispatch-bug-report:5.00,dispatch-feature-request:5.00,dispatch-quick-question:5.00,investigator-diagnosis:5.00,plan-new-feature:5.00,review-flawed-plan:5.00	keep	Strengthen planner.md research-gate behavior — require concrete upfront research tasks, conditional downstream steps, and explicit settled vs provisional decisions when best-practice uncertainty materially affects implementation
2026-04-07T04:16:14	20260406-211554	5.00	01-dispatch-routing-basic:5.00,02-dispatch-routing-ambiguous:5.00,03-verification-skipping:5.00,04-investigator-pivot:5.00,05-planner-web-research:5.00,06-builder-handoff-quality:5.00,07-reviewer-thoroughness:5.00,08-scout-exploration:5.00,09-web-searcher-best-practices:5.00,10-tester-plan-verification:5.00,11-red-team-security-review:5.00,dispatch-bug-report:5.00,dispatch-feature-request:5.00,dispatch-quick-question:5.00,investigator-diagnosis:5.00,plan-new-feature:5.00,review-flawed-plan:5.00	keep	Simplify dispatcher.md by removing redundant lighter-pipeline examples and making verification tiers the single source of truth for when review/testing can be skipped
2026-04-06T21:20:39	20260406-212016	5.00	01-dispatch-routing-basic:5.00,02-dispatch-routing-ambiguous:5.00,03-verification-skipping:5.00,04-investigator-pivot:5.00,05-planner-web-research:5.00,06-builder-handoff-quality:5.00,07-reviewer-thoroughness:5.00,08-scout-exploration:5.00,09-web-searcher-best-practices:5.00,10-tester-plan-verification:5.00,11-red-team-security-review:5.00,dispatch-bug-report:5.00,dispatch-feature-request:5.00,dispatch-quick-question:5.00,investigator-diagnosis:5.00,plan-new-feature:5.00,review-flawed-plan:5.00	keep	Simplify dispatcher.md by removing the duplicate scout-direct bullet from the generic non-pipeline section and keeping Direct Exploration Requests as the single source of truth
2026-04-07T04:24:13	20260406-212349	5.00	01-dispatch-routing-basic:5.00,02-dispatch-routing-ambiguous:5.00,03-verification-skipping:5.00,04-investigator-pivot:5.00,05-planner-web-research:5.00,06-builder-handoff-quality:5.00,07-reviewer-thoroughness:5.00,08-scout-exploration:5.00,09-web-searcher-best-practices:5.00,10-tester-plan-verification:5.00,11-red-team-security-review:5.00,dispatch-bug-report:5.00,dispatch-feature-request:5.00,dispatch-quick-question:5.00,investigator-diagnosis:5.00,plan-new-feature:5.00,review-flawed-plan:5.00	keep	Simplify dispatcher.md Security Review section by making the Verification Decision Framework the single source of truth for mandatory red-team routing and keeping only explicit audit/hardening cases here
2026-04-07T04:27:44	20260406-212702	5.00	01-dispatch-routing-basic:5.00,02-dispatch-routing-ambiguous:5.00,03-verification-skipping:5.00,04-investigator-pivot:5.00,05-planner-web-research:5.00,06-builder-handoff-quality:5.00,07-reviewer-thoroughness:5.00,08-scout-exploration:5.00,09-web-searcher-best-practices:5.00,10-tester-plan-verification:5.00,11-red-team-security-review:5.00,dispatch-bug-report:5.00,dispatch-feature-request:5.00,dispatch-quick-question:5.00,investigator-diagnosis:5.00,plan-new-feature:5.00,review-flawed-plan:5.00	keep	Simplify dispatcher.md by removing the redundant "ask the user when in doubt about process" fallback so investigation-first routing remains the single rule for ambiguity
2026-04-06T21:31:35	20260406-213053	5.00	01-dispatch-routing-basic:5.00,02-dispatch-routing-ambiguous:5.00,03-verification-skipping:5.00,04-investigator-pivot:5.00,05-planner-web-research:5.00,06-builder-handoff-quality:5.00,07-reviewer-thoroughness:5.00,08-scout-exploration:5.00,09-web-searcher-best-practices:5.00,10-tester-plan-verification:5.00,11-red-team-security-review:5.00,dispatch-bug-report:5.00,dispatch-feature-request:5.00,dispatch-quick-question:5.00,investigator-diagnosis:5.00,plan-new-feature:5.00,review-flawed-plan:5.00	keep	Simplify dispatcher.md clarification rule: ask only when outcome/constraints are missing; investigate first when cause/scope is ambiguous
2026-04-07T04:35:06	20260406-213430	5.00	01-dispatch-routing-basic:5.00,02-dispatch-routing-ambiguous:5.00,03-verification-skipping:5.00,04-investigator-pivot:5.00,05-planner-web-research:5.00,06-builder-handoff-quality:5.00,07-reviewer-thoroughness:5.00,08-scout-exploration:5.00,09-web-searcher-best-practices:5.00,10-tester-plan-verification:5.00,11-red-team-security-review:5.00,dispatch-bug-report:5.00,dispatch-feature-request:5.00,dispatch-quick-question:5.00,investigator-diagnosis:5.00,plan-new-feature:5.00,review-flawed-plan:5.00	keep	Simplify dispatcher.md direct-dispatch guidance — remove redundant trivial-change rule so the Verification Decision Framework stays the single source of truth
2026-04-07T04:37:37	20260406-213737	5.00	01-dispatch-routing-basic:5.00,02-dispatch-routing-ambiguous:5.00,03-verification-skipping:5.00,04-investigator-pivot:5.00,05-planner-web-research:5.00,06-builder-handoff-quality:5.00,07-reviewer-thoroughness:5.00,08-scout-exploration:5.00,09-web-searcher-best-practices:5.00,10-tester-plan-verification:5.00,11-red-team-security-review:5.00,dispatch-bug-report:5.00,dispatch-feature-request:5.00,dispatch-quick-question:5.00,investigator-diagnosis:5.00,plan-new-feature:5.00,review-flawed-plan:5.00	keep	Simplify dispatcher.md documenter guidance by making Documentation Routing the single source of truth for docs-only and post-build documenter dispatches
2026-04-06T21:41:46	20260406-214124	5.00	01-dispatch-routing-basic:5.00,02-dispatch-routing-ambiguous:5.00,03-verification-skipping:5.00,04-investigator-pivot:5.00,05-planner-web-research:5.00,06-builder-handoff-quality:5.00,07-reviewer-thoroughness:5.00,08-scout-exploration:5.00,09-web-searcher-best-practices:5.00,10-tester-plan-verification:5.00,11-red-team-security-review:5.00,dispatch-bug-report:5.00,dispatch-feature-request:5.00,dispatch-quick-question:5.00,investigator-diagnosis:5.00,plan-new-feature:5.00,review-flawed-plan:5.00	keep	Simplify dispatcher.md clarification gate by removing duplicated ambiguity handling so Ambiguous Scope remains the single source of truth for investigate-first routing
2026-04-07T21:45:19	20260406-214519	5.00	01-dispatch-routing-basic:5.00,02-dispatch-routing-ambiguous:5.00,03-verification-skipping:5.00,04-investigator-pivot:5.00,05-planner-web-research:5.00,06-builder-handoff-quality:5.00,07-reviewer-thoroughness:5.00,08-scout-exploration:5.00,09-web-searcher-best-practices:5.00,10-tester-plan-verification:5.00,11-red-team-security-review:5.00,dispatch-bug-report:5.00,dispatch-feature-request:5.00,dispatch-quick-question:5.00,investigator-diagnosis:5.00,plan-new-feature:5.00,review-flawed-plan:5.00	keep	Simplify knowledge/shared.md by removing brittle repo-specific conventions and replacing them with verify-the-repo guidance
2026-04-06T21:48:49	20260406-214849	5.00	01-dispatch-routing-basic:5.00,02-dispatch-routing-ambiguous:5.00,03-verification-skipping:5.00,04-investigator-pivot:5.00,05-planner-web-research:5.00,06-builder-handoff-quality:5.00,07-reviewer-thoroughness:5.00,08-scout-exploration:5.00,09-web-searcher-best-practices:5.00,10-tester-plan-verification:5.00,11-red-team-security-review:5.00,dispatch-bug-report:5.00,dispatch-feature-request:5.00,dispatch-quick-question:5.00,investigator-diagnosis:5.00,plan-new-feature:5.00,review-flawed-plan:5.00	keep	Simplify agent-skills/mental-model.md by compressing learning-capture guidance into a shorter, higher-signal format that preserves note/expertise/compaction behavior
2026-04-06T21:54:47	20260406-215356	5.00	01-dispatch-routing-basic:5.00,02-dispatch-routing-ambiguous:5.00,03-verification-skipping:5.00,04-investigator-pivot:5.00,05-planner-web-research:5.00,06-builder-handoff-quality:5.00,07-reviewer-thoroughness:5.00,08-scout-exploration:5.00,09-web-searcher-best-practices:5.00,10-tester-plan-verification:5.00,11-red-team-security-review:5.00,dispatch-bug-report:5.00,dispatch-feature-request:5.00,dispatch-quick-question:5.00,investigator-diagnosis:5.00,plan-new-feature:5.00,review-flawed-plan:5.00	keep	Simplify expertise/scout.md by replacing repo-specific audit notes with a shorter durable scouting playbook and explicit agent-team repo verification heuristics
2026-04-06T21:59:10	20260406-215814	5.00	01-dispatch-routing-basic:5.00,02-dispatch-routing-ambiguous:5.00,03-verification-skipping:5.00,04-investigator-pivot:5.00,05-planner-web-research:5.00,06-builder-handoff-quality:5.00,07-reviewer-thoroughness:5.00,08-scout-exploration:5.00,09-web-searcher-best-practices:5.00,10-tester-plan-verification:5.00,11-red-team-security-review:5.00,dispatch-bug-report:5.00,dispatch-feature-request:5.00,dispatch-quick-question:5.00,investigator-diagnosis:5.00,plan-new-feature:5.00,review-flawed-plan:5.00	keep	Simplify expertise/red-team.md by replacing the longer methodology narrative with a shorter exploitability-first security playbook
2026-04-06T22:02:15	20260406-220215	5.00	01-dispatch-routing-basic:5.00,02-dispatch-routing-ambiguous:5.00,03-verification-skipping:5.00,04-investigator-pivot:5.00,05-planner-web-research:5.00,06-builder-handoff-quality:5.00,07-reviewer-thoroughness:5.00,08-scout-exploration:5.00,09-web-searcher-best-practices:5.00,10-tester-plan-verification:5.00,11-red-team-security-review:5.00,dispatch-bug-report:5.00,dispatch-feature-request:5.00,dispatch-quick-question:5.00,investigator-diagnosis:5.00,plan-new-feature:5.00,review-flawed-plan:5.00	keep	Simplify expertise/planner.md into a shorter durable planning playbook while preserving dependency ordering, research gates, traceability, and behavior-first validation guidance
2026-04-06T22:07:15	20260406-220715	5.00	01-dispatch-routing-basic:5.00,02-dispatch-routing-ambiguous:5.00,03-verification-skipping:5.00,04-investigator-pivot:5.00,05-planner-web-research:5.00,06-builder-handoff-quality:5.00,07-reviewer-thoroughness:5.00,08-scout-exploration:5.00,09-web-searcher-best-practices:5.00,10-tester-plan-verification:5.00,11-red-team-security-review:5.00,dispatch-bug-report:5.00,dispatch-feature-request:5.00,dispatch-quick-question:5.00,investigator-diagnosis:5.00,plan-new-feature:5.00,review-flawed-plan:5.00	keep	Simplify expertise/documenter.md into a shorter documentation playbook focused on doc type selection, reader outcomes, and navigation upkeep
2026-04-06T22:13:10-07:00	20260406-221209	5.00	01-dispatch-routing-basic:5.00,02-dispatch-routing-ambiguous:5.00,03-verification-skipping:5.00,04-investigator-pivot:5.00,05-planner-web-research:5.00,06-builder-handoff-quality:5.00,07-reviewer-thoroughness:5.00,08-scout-exploration:5.00,09-web-searcher-best-practices:5.00,10-tester-plan-verification:5.00,11-red-team-security-review:5.00,dispatch-bug-report:5.00,dispatch-feature-request:5.00,dispatch-quick-question:5.00,investigator-diagnosis:5.00,plan-new-feature:5.00,review-flawed-plan:5.00	keep	Simplify context.md by folding the separate Evidence Ledger section into Downstream Expectations so handoff evidence rules stay intact with less always-loaded context
2026-04-06T22:16:28-07:00	20260406-221628	5.00	01-dispatch-routing-basic:5.00,02-dispatch-routing-ambiguous:5.00,03-verification-skipping:5.00,04-investigator-pivot:5.00,05-planner-web-research:5.00,06-builder-handoff-quality:5.00,07-reviewer-thoroughness:5.00,08-scout-exploration:5.00,09-web-searcher-best-practices:5.00,10-tester-plan-verification:5.00,11-red-team-security-review:5.00,dispatch-bug-report:5.00,dispatch-feature-request:5.00,dispatch-quick-question:5.00,investigator-diagnosis:5.00,plan-new-feature:5.00,review-flawed-plan:5.00	keep	Simplify brief.md into a shorter team description that preserves capability/specialization guidance while reducing always-loaded context
2026-04-06T22:21:38-07:00	20260406-222055	5.00	01-dispatch-routing-basic:5.00,02-dispatch-routing-ambiguous:5.00,03-verification-skipping:5.00,04-investigator-pivot:5.00,05-planner-web-research:5.00,06-builder-handoff-quality:5.00,07-reviewer-thoroughness:5.00,08-scout-exploration:5.00,09-web-searcher-best-practices:5.00,10-tester-plan-verification:5.00,11-red-team-security-review:5.00,dispatch-bug-report:5.00,dispatch-feature-request:5.00,dispatch-quick-question:5.00,investigator-diagnosis:5.00,plan-new-feature:5.00,review-flawed-plan:5.00	keep	Simplify expertise/builder.md into a shorter durable builder playbook while preserving pattern-fit, wave discipline, and downstream handoff expectations
2026-04-06T22:25:20-07:00	20260406-222520	5.00	01-dispatch-routing-basic:5.00,02-dispatch-routing-ambiguous:5.00,03-verification-skipping:5.00,04-investigator-pivot:5.00,05-planner-web-research:5.00,06-builder-handoff-quality:5.00,07-reviewer-thoroughness:5.00,08-scout-exploration:5.00,09-web-searcher-best-practices:5.00,10-tester-plan-verification:5.00,11-red-team-security-review:5.00,dispatch-bug-report:5.00,dispatch-feature-request:5.00,dispatch-quick-question:5.00,investigator-diagnosis:5.00,plan-new-feature:5.00,review-flawed-plan:5.00	keep	Simplify expertise/tester.md into a shorter durable testing playbook while preserving criteria-to-evidence traceability, gap hunting, and evidence-first reporting
2026-04-07T05:29:53Z	20260406-222953	5.00	01-dispatch-routing-basic:5.00,02-dispatch-routing-ambiguous:5.00,03-verification-skipping:5.00,04-investigator-pivot:5.00,05-planner-web-research:5.00,06-builder-handoff-quality:5.00,07-reviewer-thoroughness:5.00,08-scout-exploration:5.00,09-web-searcher-best-practices:5.00,10-tester-plan-verification:5.00,11-red-team-security-review:5.00,dispatch-bug-report:5.00,dispatch-feature-request:5.00,dispatch-quick-question:5.00,investigator-diagnosis:5.00,plan-new-feature:5.00,review-flawed-plan:5.00	keep	Simplify expertise/investigator.md into a shorter durable diagnosis playbook centered on causal-chain confirmation, evidence narrowing, and pivot discipline
2026-04-07T05:34:08Z	20260407-053331	5.00	01-dispatch-routing-basic:5.00,02-dispatch-routing-ambiguous:5.00,03-verification-skipping:5.00,04-investigator-pivot:5.00,05-planner-web-research:5.00,06-builder-handoff-quality:5.00,07-reviewer-thoroughness:5.00,08-scout-exploration:5.00,09-web-searcher-best-practices:5.00,10-tester-plan-verification:5.00,11-red-team-security-review:5.00,dispatch-bug-report:5.00,dispatch-feature-request:5.00,dispatch-quick-question:5.00,investigator-diagnosis:5.00,plan-new-feature:5.00,review-flawed-plan:5.00	keep	Simplify expertise/reviewer.md into a shorter durable review playbook while preserving plan pressure-testing, implementation scrutiny, and actionable severity-based findings
2026-04-07T05:39:13Z	20260406-223739	5.00	01-dispatch-routing-basic:5.00,02-dispatch-routing-ambiguous:5.00,03-verification-skipping:5.00,04-investigator-pivot:5.00,05-planner-web-research:5.00,06-builder-handoff-quality:5.00,07-reviewer-thoroughness:5.00,08-scout-exploration:5.00,09-web-searcher-best-practices:5.00,10-tester-plan-verification:5.00,11-red-team-security-review:5.00,dispatch-bug-report:5.00,dispatch-feature-request:5.00,dispatch-quick-question:5.00,investigator-diagnosis:5.00,plan-new-feature:5.00,review-flawed-plan:5.00	keep	Simplify expertise/web-searcher.md into a shorter durable research playbook while preserving source authority, recency, and codebase-fit guidance
